# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?construct@?$buffer_vector@Urequest@resources@vostok@@@vostok@@CAXPAUrequest@resources@2@ABU342@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	1	23	f	5550f7b846a8	auto: at 100% ceiling, demoted from queue
?construct@?$buffer_vector@V?$resource_ptr@Vweapon_core_base_state@survarium@@Vunmanaged_intrusive_base@resources@vostok@@@resources@vostok@@@vostok@@CAXPAV?$resource_ptr@Vweapon_core_base_state@survarium@@Vunmanaged_intrusive_base@resources@vostok@@@resources@2@ABV342@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	1	138		5550f7b846a8	auto: at 100% ceiling, demoted from queue
?construct@?$buffer_vector@V?$variant@$0CA@@vostok@@@vostok@@CAXPAV?$variant@$0CA@@2@ABV32@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	1	34	f	5550f7b846a8	auto: at 100% ceiling, demoted from queue
?construct@?$buffer_vector@V?$vector@Vaab_rect@culling@render@vostok@@@render@vostok@@@vostok@@CAXPAV?$vector@Vaab_rect@culling@render@vostok@@@render@2@ABQAV342@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	0	53	f	b9bb1cd93e36	
?construct@?$buffer_vector@Vanimation_interval@mixing@animation@vostok@@@vostok@@CAXPAVanimation_interval@mixing@animation@2@ABV3452@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	0	84		5550f7b846a8	
?construct@?$buffer_vector@Vcreation_request@resources@vostok@@@vostok@@CAXPAVcreation_request@resources@2@ABV342@@Z	vostok/buffer_vector_inline.h	vostok	done	QUANTITY	20.8214	100	100	0	76		5550f7b846a8	
?construct@?$buffer_vector@Vobject_instance@planning@ai@vostok@@@vostok@@CAXPAVobject_instance@planning@ai@2@ABV3452@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	0	92		5550f7b846a8	
?construct@?$buffer_vector@Vthread_tls@tasks@vostok@@@vostok@@CAXPAVthread_tls@tasks@2@ABQAV342@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	1	73	f	b9bb1cd93e36	auto: at 100% ceiling, demoted from queue
?construct@?$datagram_socket_service@Vudp@ip@asio@boost@@@asio@boost@@QAEXAAUimplementation_type@?$win_iocp_socket_service@Vudp@ip@asio@boost@@@detail@23@@Z	boost/asio/datagram_socket_service.hpp	boost	done	MATCH	100	100	100	0	30		e9fd1f42a181	
?construct@chunk_reader@memory@vostok@@AAEXXZ	vostok/core/sources/memory_chunk_reader.cpp	core	done	MATCH	100	100	100	1	35	f	6e70040bc472	auto: at 100% ceiling, demoted from queue
?construct@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@1234@@Z	boost/asio/detail/impl/win_iocp_socket_service_base.ipp	boost	done	MATCH	100	100	100	1	163		43184cfe85a2	auto: at 100% ceiling, demoted from queue
?constructBuiltinObject@VM@AS3@GFx@Scaleform@@AAE?AVCheckResult@234@AAV?$SPtr@VObject@AS3@GFx@Scaleform@@@234@PBDIPBVValue@234@@Z	src/gfx/as3/as3_vm.cpp	gfx	inprogress	QUANTITY	77.0968	77.0968	77.0968	0	268	f		
?construct_packet@udp_match_connection@network_core@vostok@@SAXAAUudp_match_packets_orderer@23@AAVudp_match_packet@23@E@Z	vostok/network_core/udp_match_connection_inline.h	network_core	parked	SIZE	80.6479	80.6479	85.6761	0	193		281fdd02aaad	[DONE 85.68%] structure 8/8 stmts aligned; residual is the append(u8)/append(u16) COMDAT-forward wall (base inlines the scalar overloads into append(pcvoid,u32), target calls the kept scalar COMDATs directly), cascading reg/slot + frame size (0x28 vs 0x1C). | network_core closeout (#407): structure + named-locals MATCH the target across all 15 TUs (verified by the 4 matchers, pdb_fetch structure-diff/info). Byte residuals are non-steerable library/codegen walls: MIXED-OPTIMIZATION (packet<> templates compiled optimized in the shipped game vs /Od base), packet serialize/r<>/append/resize inline-vs-call, boost::function/bind asio completion-handler inline, StlPort basic_string overload-resolution, LOG/ASSERT-eater macro form, LTCG/ICF call-boundary + seed-immediate + secure-CRT reloc naming. See per-TU claude@NOTEs.
?construct_path@?$impl@Uvertex_type@animations_search_service@survarium@@V?$vector@I@3@@edge@path_constructor@ai@vostok@@QAEXAAUvertex_type@animations_search_service@survarium@@@Z	vostok/ai/search/path_constructor_edge_inline.h	ai	blocked				0	0	83	f		
?construct_path@?$impl@Uvertex_type@search_base@planning@ai@vostok@@V?$vector@I@45@@edge@path_constructor@ai@vostok@@QAEXAAUvertex_type@search_base@planning@45@@Z	vostok/ai/search/path_constructor_edge_inline.h	ai	inprogress	SIZE	59.2429	71.0286	71.0286	0	212		02d416ad44cc	
?construct_path@?$impl@Uvertex_type@search_base@planning@ai@vostok@@V?$vector@I@45@@planner_backward@path_constructor@ai@vostok@@QAEXAAUvertex_type@search_base@planning@45@@Z	vostok/ai/search/path_constructor_planner_backward_inline.h	ai	done	SIZE	82.4921	100	100	0	184		20d49641c967	
?construct_path@?$impl@Uvertex_type@search_service@search@sound@vostok@@V?$vector@Uvertex_id_type@search@sound@vostok@@@45@@vertex@path_constructor@ai@vostok@@QAEXABUvertex_type@search_service@search@sound@5@@Z	vostok/ai/search/path_constructor_vertex_inline.h	ai	done	MATCH	100	100	100	0	241		94e6f189c9c5	
?constructed_n_ary_tree@n_ary_tree_converter@mixing@animation@vostok@@QAE?AVn_ary_tree@234@AAVmutable_buffer@4@_NIAAPAUsubscribed_channel@34@@Z	vostok/animation/sources/mixing_n_ary_tree_converter.cpp	animation	parked	QUANTITY	78.5336	78.5336	81.5087	3	2252		4ccf6126ff46	Target PDB phases and named source locals are restored. Residual emission is compiler-context: target inlines intrusive_ptr refcount/accessor paths while base calls helpers, and target/base choose different custom constructor conventions (131 vs 75 emitted CFG blocks).
?construction_memory@?$uninitialized_reference@V?$single_size_buffer_allocator@$0BA@Vsingle_threading_policy@threading@vostok@@@memory@vostok@@@vostok@@QAEPAV?$single_size_buffer_allocator@$0BA@Vsingle_threading_policy@threading@vostok@@@memory@2@XZ	vostok/uninitialized_reference.h	vostok	done	MATCH	100	100	100	0	26		7968ad531574	
?constructor_impl@unmanaged_resource@resources@vostok@@AAEXXZ	vostok/core/sources/resources_unmanaged_resource.cpp	core	done	MATCH	100	100	100	1	91	f	5f66fbb96ba7	auto: at 100% ceiling, demoted from queue
?consume@?$basic_streambuf@V?$allocator@D@stlp_std@@@asio@boost@@QAEXI@Z	boost/asio/basic_streambuf.hpp	boost	done	MATCH	100	100	100	1	166		fef5ee9b01cf	auto: at 100% ceiling, demoted from queue
?consume@?$consuming_buffers@Vconst_buffer@asio@boost@@Vconst_buffers_1@23@@detail@asio@boost@@QAEXI@Z	boost/asio/detail/consuming_buffers.hpp	boost	done	MATCH	100	100	100	1	351		6f7d682288a7	auto: at 100% ceiling, demoted from queue
?consumer_finalize@?$one_way_threads_channel_with_response@Vasynchronous_device_query@fs_new@vostok@@V?$intrusive_mpsc_queue@Vasynchronous_device_query@fs_new@vostok@@V?$threads_channel_query_base_helper@Vasynchronous_device_query@fs_new@vostok@@@3@$0A@@3@Vnull_device_query@23@@vostok@@QAEXXZ	vostok/one_way_threads_channel_with_response_inline.h	vostok	done	MATCH	100	100	100	1	105		35d1cd387f60	auto: at 100% ceiling, demoted from queue
?consumer_pop_to_process@?$one_way_threads_channel_with_response@Vasynchronous_device_query@fs_new@vostok@@V?$intrusive_mpsc_queue@Vasynchronous_device_query@fs_new@vostok@@V?$threads_channel_query_base_helper@Vasynchronous_device_query@fs_new@vostok@@@3@$0A@@3@Vnull_device_query@23@@vostok@@QAEPAVasynchronous_device_query@fs_new@2@XZ	vostok/one_way_threads_channel_with_response_inline.h	vostok	done	MATCH	100	100	100	1	188		df707a5052d0	auto: at 100% ceiling, demoted from queue
?consumer_push_processed@?$one_way_threads_channel_with_response@Vasynchronous_device_query@fs_new@vostok@@V?$intrusive_mpsc_queue@Vasynchronous_device_query@fs_new@vostok@@V?$threads_channel_query_base_helper@Vasynchronous_device_query@fs_new@vostok@@@3@$0A@@3@Vnull_device_query@23@@vostok@@QAEXQAVasynchronous_device_query@fs_new@2@@Z	vostok/one_way_threads_channel_with_response_inline.h	vostok	done	MATCH	100	100	100	1	68		08f13ca31507	auto: at 100% ceiling, demoted from queue
?contactPairTest@btCollisionWorld@@QAEXPAVbtCollisionObject@@0AAUContactResultCallback@1@@Z	bullet/bulletcollision/collisiondispatch/btcollisionworld.cpp	bullet	done	MATCH	100	100	100	1	127			auto: at 100% ceiling, demoted from queue
?contact_pair_test@bullet_physics_world@physics@vostok@@QAEXAAUcontact_test_predicate@23@PAVbtCollisionObject@@1@Z	vostok/physics/sources/bullet_physics_world.cpp	physics	parked	QUANTITY	23.3529	23.3529	23.3529	2	61	f	d2f3d7cd7771	Retail source, named locals, and Bullet call order were verified. Residual is Bullet/helper inline retention, allocator statement splitting, register scheduling, symbol attribution, or a proven LTCG call-boundary convention.
?contact_test@bt_ghost_object@physics@vostok@@QAEXPAUworld@23@PAVbase_physics_object@23@AAUcontact_test_predicate@23@@Z	vostok/physics/sources/ghost_object.cpp	physics	parked	SIZE	33.76	33.76	33.76	1	80	f	a4009d3d3e44	[DONE 99%] eax and edx were swapped for no apparent reason. Possibly we can match everything closer if we adhere to the target structure more diligently
?contact_test@bt_ghost_object@physics@vostok@@QAE_NPAUworld@23@@Z	vostok/physics/sources/ghost_object.cpp	physics	parked	SPLIT	99.6907	99.6907	99.6907	0	258	f	1b67802bbb47	[DONE 99%] eax and edx were swapped for no apparent reason. Possibly we can match everything closer if we adhere to the target structure more diligently
?contact_test@collision_geometry@survarium@@QAEXPAVbase_physics_object@physics@vostok@@AAUcontact_test_predicate@45@@Z	vostok/game_core/sources/collision_geometry.cpp	game_core	done	MATCH	100	100	100	3	56		57f6bf0735a4	auto: at 100% ceiling, demoted from queue
?contact_test@collision_geometry@survarium@@QAE_NXZ	vostok/game_core/sources/collision_geometry.cpp	game_core	done	MATCH	100	100	100	3	46		508a579b0f13	auto: at 100% ceiling, demoted from queue
?contact_test@collision_sensor@survarium@@QAEXPAVbase_physics_object@physics@vostok@@AAUcontact_test_predicate@45@@Z	vostok/game_core/sources/collision_sensor.cpp	game_core	done	MATCH	100	100	100	3	71		6395432d1dd1	auto: at 100% ceiling, demoted from queue
?contact_test@collision_sensor@survarium@@QAE_NPAVbase_physics_object@physics@vostok@@@Z	vostok/game_core/sources/collision_sensor.cpp	game_core	done	MATCH	100	100	100	3	76		3187f536b950	auto: at 100% ceiling, demoted from queue
?contains@DisplayObjectContainer@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAA_NPAVDisplayObject@23456@@Z	src/gfx/as3/obj/display/as3_obj_display_displayobjectcontainer.cpp	gfx	done	MATCH	100	100	100	0	94	f		
?contains@Rectangle@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAA_NNN@Z	src/gfx/as3/obj/geom/as3_obj_geom_rectangle.cpp	gfx	done	MATCH	100	100	100	0	89	f		
?contains@aab_rect@culling@render@vostok@@QBE_NABV1234@@Z	vostok/render/engine/sources/aab_rect_inline.h	render	done	MATCH	100	100	100	1	185	f	c4e2ed426523	restored screen-space portal traversal caller cone; process_sector exact; preventer structure/instructions exact with address-only residual; portal blocked by portal_screen_rect_to_four_points
?containsPoint@Rectangle@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAA_NPAVPoint@23456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_rectangle.cpp	gfx	done	MATCH	100	100	100	0	102	f		
?containsRect@Rectangle@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAA_NPAV123456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_rectangle.cpp	gfx	done	MATCH	100	100	100	0	266			
?contains_item@animation_filter@planning@ai@vostok@@ABE_NABVvirtual_path_string@fs_new@4@@Z	vostok/ai/sources/animation_filter.cpp	ai	done	MATCH	99.9184	100	100	0	131		a22683466ee5	
?contains_item@position_filter@planning@ai@vostok@@ABE_NABUmovement_target@34@@Z	vostok/ai/sources/position_filter.cpp	ai	done	MATCH	100	100	100	1	119		503ba0b27cd8	auto: at 100% ceiling, demoted from queue
?contains_object@?$intrusive_double_linked_list@Vvfs_mount@vfs@vostok@@PAV123@$0BA@$0M@Vsimple_lock@threading@3@Vno_size_policy@3@Vdebug_policy@3@@vostok@@QAE_NPAVvfs_mount@vfs@2@@Z	vostok/intrusive_double_linked_list_inline.h	vostok	inprogress	MATCH	99.8182	99.8182	99.8182	0	159		eb6a9a665e1b	
?contains_object@?$intrusive_list@Vvoice_bridge@sound@vostok@@PAV123@$03Vsingle_threading_policy@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAE_NPAVvoice_bridge@sound@2@@Z	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	159		8269c1907fad	
?contains_object@sound_filter@planning@ai@vostok@@ABE_NABVvirtual_path_string@fs_new@4@@Z	vostok/ai/sources/sound_filter.cpp	ai	done	MATCH	99.9184	100	100	0	131		3933851d80ec	
?contains_object_id@cover_filter@planning@ai@vostok@@ABE_NI@Z	vostok/ai/sources/cover_filter.cpp	ai	done	MATCH	100	100	100	1	98		6f0cefd382d7	auto: at 100% ceiling, demoted from queue
?contains_object_id@enemy_filter@planning@ai@vostok@@ABE_NI@Z	vostok/ai/sources/enemy_filter.cpp	ai	done	MATCH	100	100	100	1	98		6f0cefd382d7	auto: at 100% ceiling, demoted from queue
?contains_object_id@weapon_filter@planning@ai@vostok@@ABE_NI@Z	vostok/ai/sources/weapon_filter.cpp	ai	done	MATCH	100	100	100	1	98		6f0cefd382d7	auto: at 100% ceiling, demoted from queue
?contentGet@Loader@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VDisplayObject@fl_display@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/display/as3_obj_display_loader.cpp	gfx	done	MATCH	100	100	100	0	85	f		
?contentGet@LoaderInfo@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VDisplayObject@fl_display@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/display/as3_obj_display_loaderinfo.cpp	gfx	done	MATCH	100	100	100	0	16	f		
?contentLoaderInfoGet@Loader@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VLoaderInfo@fl_display@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/display/as3_obj_display_loader.cpp	gfx	done	MATCH	100	100	100	0	16	f		
?contentTypeGet@LoaderInfo@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/display/as3_obj_display_loaderinfo.cpp	gfx	done	MATCH	100	100	100	0	115	f		
?contentTypeGet@URLRequest@fl_net@Instances@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/net/as3_obj_net_urlrequest.cpp	gfx	done	MATCH	100	100	100	0	26	f		
?contentTypeSet@URLRequest@fl_net@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@ABVASString@56@@Z	src/gfx/as3/obj/net/as3_obj_net_urlrequest.cpp	gfx	done	MATCH	100	100	100	0	32	f		
?contextMenuSet@InteractiveObject@fl_display@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@0@Z	src/gfx/as3/obj/display/as3_obj_display_interactiveobject.cpp	gfx	done	MATCH	100	100	100	0	128	f		
?continue_find_tree@async_callbacks_data@vfs@vostok@@AAEXXZ	vostok/vfs/sources/find_async_callbacks.cpp	vfs	parked	SIZE	93.9209	93.9496	93.9496	0	596		50ac60621e2b	vfs (/Od+/Ob2+/GL): structure faithful (11 re-paired via no_debug_policy fix). Residual = LTCG accessor inline-vs-call over correct structure; 5 vfs_association/tls-init TRGT_ONLY = vtable-emission/delink-attribution gap. Not source-steerable.
?continue_init_new_query@resources_manager@resources@vostok@@QAEXAAVquery_result@23@@Z	vostok/core/sources/resources_manager_new_queries.cpp	core	parked	QUANTITY	95.7911	95.7911	95.7911	1	520	f	28fc02e4a007	Historical v0.100b source, locals, and 24-block CFG match. Retail retains const_buffer construction and intrusive_ptr destruction but inlines resource_base::memory_usage; candidate makes the inverse inline choices. Revisit with the shared-header/compiler-context inline boundaries.
?continue_prepare_raw_resource_for_inplace_unmanaged_cook@allocate_functionality@resources@vostok@@AAEXPAVquery_result@23@@Z	vostok/core/sources/resources_manager_allocation.cpp	core	inprogress	QUANTITY	75.9286	78.9286	78.9286	0	201	f	4f7af69b2d92	
?contractByFilterBounds@NodeData@TreeNode@Render@Scaleform@@QBEXPAV?$Rect@M@34@@Z	src/render/render_treenode.cpp	gfx	done	MATCH	100	100	100	0	615			
?controlKeyGet@GestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXAA_N@Z	src/gfx/as3/obj/events/as3_obj_events_gestureevent.cpp	gfx	done	MATCH	100	100	100	0	12	f		
?controlKeySet@GestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@_N@Z	src/gfx/as3/obj/events/as3_obj_events_touchevent.cpp	gfx	done	MATCH	100	100	100	0	10	f		
?conversionModeGet@IME@fl_system@Classes@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/system/as3_obj_system_ime.cpp	gfx	done	MATCH	100	100	100	0	81	f		
?conversionModeSet@IME@fl_system@Classes@AS3@GFx@Scaleform@@QAEXABVValue@456@ABVASString@56@@Z	src/gfx/as3/obj/system/as3_obj_system_ime.cpp	gfx	done	MATCH	100	100	100	0	340	f		
?convert@native_path_string@fs_new@vostok@@SA?AV123@PBD@Z	vostok/fs/native_path_string.h	fs	done	MATCH	100	100	100	1	67	f	aa5136b625ca	
?convert@path_string_impl@fs_new@vostok@@IAEXPAD0@Z	vostok/fs/sources/path_string_impl.cpp	fs	done	MATCH	100	100	100	1	102		f862cdf74d45	auto: at 100% ceiling, demoted from queue
?convertContact@btSequentialImpulseConstraintSolver@@IAEXPAVbtPersistentManifold@@ABUbtContactSolverInfo@@@Z	bullet/bulletdynamics/constraintsolver/btsequentialimpulseconstraintsolver.cpp	bullet	done	MATCH	100	100	100	0	1833			
?convert_pathes_to_absolute@query_mount_arguments@vfs@vostok@@QAEXXZ	vostok/vfs/sources/mount_args.cpp	vfs	inprogress	SIZE	96.8333	96.8333	96.8333	0	408		958992bd9125	
?convert_physical_to_virtual_path@vfs@vostok@@YA_NAAV?$intrusive_double_linked_list@Vvfs_mount@vfs@vostok@@PAV123@$0BA@$0M@Vsimple_lock@threading@3@Vno_size_policy@3@Vdebug_policy@3@@2@PAVvirtual_path_string@fs_new@2@ABVnative_path_string@52@ABV?$function@$$A6A_NPBD00@Z@boost@@PAV?$intrusive_ptr@Vvfs_mount@vfs@vostok@@Vvfs_intrusive_mount_base@23@Vsimple_lock@threading@3@@2@@Z	vostok/vfs/sources/mount_history.cpp	vfs	parked	SIZE	86.7186	87.7538	87.7538	0	792		91e029812f78	vfs (/Od+/Ob2+/GL): structure faithful (11 re-paired via no_debug_policy fix). Residual = LTCG accessor inline-vs-call over correct structure; 5 vfs_association/tls-init TRGT_ONLY = vtable-emission/delink-attribution gap. Not source-steerable.
?convert_physical_to_virtual_path@vfs@vostok@@YA_NAAV?$intrusive_double_linked_list@Vvfs_mount@vfs@vostok@@PAV123@$0BA@$0M@Vsimple_lock@threading@3@Vno_size_policy@3@Vdebug_policy@3@@2@PAVvirtual_path_string@fs_new@2@ABVnative_path_string@52@IPAV?$intrusive_ptr@Vvfs_mount@vfs@vostok@@Vvfs_intrusive_mount_base@23@Vsimple_lock@threading@3@@2@@Z	vostok/vfs/sources/mount_history.cpp	vfs	done	MATCH	100	100	100	1	198		6d1ff5187d30	auto: at 100% ceiling, demoted from queue
